basinid,c0R,Wpct,c0frnrprecp,c0annprecp,c0GDPmer,c0GDPppp,c0PopDen,c0PUrbDen,c0PConDen,c0ENsewhum,c0TNfrem,c0TNsewhum,c0EPsewhum,c0EPsewdet,c0TPfrem,c0TPsewhum,c0TPsewdet,c0TNdpna
1326,149.939865112,0.0,1.59494829178,505.702423096,31726.6074219,23075.0546875,15.3483285904,5.32353830338,5.32353830338,92.8453063965,60.0,12.8812847137,15.2423067093,3.97625303268,94.0,0.317205905914,0.0827493444085,528.99206543
1327,0.0162284206599,0.165948420763,0.706992506981,107.919319153,1657.7989502,5460.20410156,3.49581074715,0.0,0.0,0.0,22.5000591278,0.0,0.0,0.0,27.5000591278,0.0,0.0,254.656082153
1328,0.0379633828998,0.474245816469,0.767057061195,125.886550903,1657.7989502,5460.20410156,1.89983618259,0.0,0.0,0.0,22.5000591278,0.0,0.0,0.0,27.5000591278,0.0,0.0,256.982910156
1329,0.0,6.81535816193,0.219510853291,69.9564208984,1216.70532227,3253.40454102,1.26501774788,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,361.000061035
1330,31.9050750732,2.2276828289,2.38051891327,562.100463867,31730.5019531,31337.953125,1.37974524498,0.0,0.0,0.0,52.5000038147,0.0,0.0,0.0,61.200012207,0.0,0.0,0.0
1331,175.825286865,0.0,1.79814064503,594.700195313,2844.00830078,7472.65966797,28.1211032867,14.0014762878,15.3976049423,133.752929688,59.339641571,29.7779846191,22.1792583466,5.28078269958,68.959526062,3.76960778236,0.897526860237,821.975097656
1332,1.21536934376,2.09571027756,0.841605246067,182.324172974,3802.6953125,8182.30322266,1.00110912323,0.0,0.0,0.0,14.3000011444,0.0,0.0,0.0,18.3999862671,0.0,0.0,151.988677979
1333,0.676614522934,0.213225409389,1.61264705658,308.678314209,23509.8828125,24048.0175781,0.0,0.0,0.0,0.0,28.1000366211,0.0,0.0,0.0,34.299987793,0.0,0.0,29.6224079132
1334,0.0,0.805555701256,0.450696438551,66.5310211182,1369.49731445,3654.89941406,1.66588938236,1.66588938236,0.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,118.333267212
1335,31.1263217926,8.86831665039,2.83457756042,871.949707031,3912.39819336,8667.09667969,20.2945213318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,551.947021484
1336,509.243286133,0.0,2.53369688988,870.434204102,5304.49951172,8411.80371094,0.276670098305,0.0,0.0,0.0,4.30000495911,0.0,0.0,0.0,4.30000495911,0.0,0.0,56.9999504089
1337,11.9327878952,0.0,2.55019116402,394.847503662,3802.70239258,8182.29882813,4.43937110901,0.0,0.0,0.0,14.300028801,0.0,0.0,0.0,18.4000301361,0.0,0.0,78.5419082642
1338,546.589111328,1.08333337307,4.94067239761,1458.73657227,827.100097656,3557.99780273,486.23815918,312.572357178,0.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,1381.99731445
1339,1.59625709057,0.472994983196,1.2169226408,211.564727783,3802.7019043,8182.30175781,0.974459946156,0.0,0.0,0.0,14.3000555038,0.0,0.0,0.0,18.3999500275,0.0,0.0,135.220916748
1340,0.0,3.14734840393,0.646021723747,122.265151978,4378.09814453,11684.4033203,1.84369623661,0.0,0.0,0.0,6.100004673,0.0,0.0,0.0,6.100004673,0.0,0.0,179.630325317
1341,419.639770508,40.1416168213,4.3890838623,1489.78649902,31730.4394531,31337.9667969,43.2924804688,32.7228889465,32.7228889465,281.291931152,52.5000610352,100.992576599,46.783531189,10.1949920654,61.1999588013,13.7203245163,2.98991107941,0.0
1342,530.886474609,0.0,2.04838299751,710.973876953,22981.0214844,25456.1113281,0.0,0.0,0.0,0.0,47.1000137329,0.0,0.0,0.0,54.7999763489,0.0,0.0,75.0
1343,720.483398438,0.0,4.13051128387,1374.27514648,23509.921875,24047.9394531,1.79177904129,1.69178664684,1.09178161621,10.9573736191,28.1000041962,4.80050230026,1.83202207088,0.582916975021,34.3000144958,0.733410775661,0.233358323574,207.999649048
1344,389.5418396,42.6577835083,4.04175519943,1426.93774414,31730.4472656,31338.015625,9.78447532654,0.0,0.0,0.0,52.5000648499,0.0,0.0,0.0,61.2000389099,0.0,0.0,330.965820313
1345,582.965515137,33.710975647,3.84902644157,1353.22570801,31730.4472656,31338.015625,27.7473945618,23.01222229,23.01222229,180.183380127,52.5000648499,70.9813308716,30.0157165527,6.5470662117,61.2000389099,9.65864753723,2.10675644875,628.74621582
1346,0.0,0.940989077091,0.652728319168,140.991577148,4378.09619141,11684.4052734,1.93536126614,0.0,0.0,0.0,6.09999513626,0.0,0.0,0.0,6.09999513626,0.0,0.0,121.616470337
1347,0.0,0.769550323486,0.588978171349,136.989776611,4378.09619141,11684.4052734,1.43316173553,0.0,0.0,0.0,6.09999513626,0.0,0.0,0.0,6.09999513626,0.0,0.0,184.283996582
1348,669.679443359,2.14187574387,2.70068526268,960.989746094,31076.3789063,26422.9492188,0.968346118927,0.968346118927,0.0,0.0,12.3999938965,0.0,0.0,0.0,14.0,0.0,0.0,100.634780884
1349,70.7338638306,0.435359746218,2.44524860382,507.373657227,23509.9355469,24047.9960938,0.999485492706,0.0,0.0,0.0,28.1000022888,0.0,0.0,0.0,34.3000030518,0.0,0.0,0.0
1350,1027.23364258,3.6994125843,3.94024300575,1296.83056641,30000.75,30175.1875,0.0,0.0,0.0,0.0,51.432434082,0.0,0.0,0.0,59.9347572327,0.0,0.0,57.418510437
1351,336.158538818,0.17592613399,3.44631624222,1148.38269043,23509.9570313,24047.9863281,2.0,1.86666667461,1.30000627041,12.1963806152,28.0999946594,5.70000600815,2.02941632271,0.624435842037,34.2999801636,0.866666674614,0.266666680574,104.0
1352,0.0,6.85895013809,0.288668751717,57.6608924866,1216.70043945,3253.39501953,725.06439209,120.364433289,0.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,182.944107056
1353,0.133810296655,3.93824362755,0.70713788271,148.707962036,4378.1015625,11684.3964844,1.24904465675,0.0,0.0,0.0,6.09999656677,0.0,0.0,0.0,6.09999656677,0.0,0.0,129.67098999
1354,446.446746826,27.421831131,4.41284894943,1472.5324707,31730.4628906,31338.015625,41.1794776917,25.467382431,25.467382431,267.686126709,52.5000343323,78.6362304688,44.5632896423,9.68227577209,61.1999549866,10.6933288574,2.32334208488,574.230895996
1355,0.0,0.684974730015,0.370935976505,92.498298645,2272.34277344,6068.64550781,0.366258531809,0.0,0.0,0.0,8.69773197174,0.0,0.0,0.0,8.69773197174,0.0,0.0,236.619430542
1356,520.711730957,20.6435394287,4.35710430145,1517.49658203,31730.4609375,31337.9707031,14.9169683456,0.0,0.0,0.0,52.5000305176,0.0,0.0,0.0,61.1999435425,0.0,0.0,842.783508301
1357,516.741394043,24.3052520752,4.43087863922,1540.01281738,31730.4609375,31337.9707031,11.8817987442,0.0,0.0,0.0,52.5000305176,0.0,0.0,0.0,61.1999435425,0.0,0.0,842.783508301
1358,238.542602539,0.0,1.24301755428,430.604278564,0.0,0.0,0.185120210052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0000534058
1359,0.00464507052675,0.101854629815,0.718151450157,233.663421631,23509.9355469,24047.9902344,0.132612198591,0.0,0.0,0.0,28.1000442505,0.0,0.0,0.0,34.3000068665,0.0,0.0,0.0
1360,25.9927253723,0.0,0.731904268265,155.120056152,22980.9746094,25456.046875,0.0,0.0,0.0,0.0,47.1000328064,0.0,0.0,0.0,54.7999534607,0.0,0.0,20.9999732971
1361,3.60646104813,2.3738758564,1.68783462048,296.326873779,4378.09863281,11684.4003906,9.83095645905,9.79757022858,0.0,0.0,6.10000658035,0.0,0.0,0.0,6.10000658035,0.0,0.0,0.0
1362,783.970458984,0.0,3.041690588,1050.31628418,22980.9707031,25456.0507813,0.265131443739,0.0,0.0,0.0,47.0999946594,0.0,0.0,0.0,54.799949646,0.0,0.0,232.516067505
1363,112.166007996,0.0,0.810857594013,263.8074646,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,601.0
1364,1676.30432129,0.638888716698,9.52676200867,2529.78735352,44798.7578125,23827.9785156,46.0318603516,0.0,0.0,0.0,42.0000267029,0.0,0.0,0.0,52.0000267029,0.0,0.0,963.000549316
1365,0.298205196857,2.99294066429,0.652523040771,146.065078735,4378.09716797,11684.4013672,3.53864693642,0.0,0.0,0.0,6.10000371933,0.0,0.0,0.0,6.10000371933,0.0,0.0,0.0
1366,0.31210282445,0.613043606281,0.835968911648,194.67300415,4378.09716797,11684.4013672,29.1793136597,23.0422401428,7.07629871368,151.781661987,6.10000371933,34.5633583069,25.248342514,6.21496534348,6.10000371933,5.74949264526,1.41525709629,0.0
1367,0.0477693788707,3.0978975296,0.739249646664,170.380523682,4378.09716797,11684.4013672,37.4871368408,30.287984848,0.0,0.0,6.10000371933,0.0,0.0,0.0,6.10000371933,0.0,0.0,0.0
1368,0.25326910615,1.99188971519,1.1076977253,315.587646484,23509.8457031,24047.9707031,0.843816041946,0.0,0.0,0.0,28.1000404358,0.0,0.0,0.0,34.2999916077,0.0,0.0,78.7397689819
1369,177.588623047,22.9230175018,1.50101923943,438.955200195,31730.5292969,31337.9902344,0.0607153363526,0.0,0.0,0.0,52.4999694824,0.0,0.0,0.0,61.200050354,0.0,0.0,48.008972168
1370,787.839233398,0.0,3.15407204628,1096.66760254,22980.96875,25456.1074219,0.0,0.0,0.0,0.0,47.0999984741,0.0,0.0,0.0,54.8000144958,0.0,0.0,209.88053894
1371,95.6205062866,0.0,2.1519048214,337.859436035,5304.50292969,8411.80175781,60.8970031738,60.697013855,60.697013855,295.50680542,4.29999732971,281.871276855,49.2854919434,14.7273654938,4.29999732971,47.0113220215,14.0478029251,67.9999771118
1372,57.4445915222,0.0,0.794793844223,176.762466431,22980.9472656,25456.0527344,0.0,0.0,0.0,0.0,47.0999984741,0.0,0.0,0.0,54.8000144958,0.0,0.0,23.7350158691
1373,0.0643711835146,4.31746339798,0.778299033642,264.223144531,23509.9082031,24047.9941406,0.267433136702,0.0,0.0,0.0,28.0999774933,0.0,0.0,0.0,34.3000602722,0.0,0.0,0.0
1374,791.439758301,0.0204956270754,3.05966281891,1045.62536621,22980.9570313,25456.1230469,0.0251363869756,0.0,0.0,0.0,47.0999755859,0.0,0.0,0.0,54.8000526428,0.0,0.0,215.678070068
1375,675.208435059,0.171323984861,2.8066649437,939.131469727,22980.9570313,25456.1230469,0.086545035243,0.0,0.0,0.0,47.0999755859,0.0,0.0,0.0,54.8000526428,0.0,0.0,224.18296814
1376,0.451533317566,1.17627620697,1.16827332973,336.492706299,23509.8574219,24048.0605469,0.798863530159,0.0,0.0,0.0,28.09998703,0.0,0.0,0.0,34.2999610901,0.0,0.0,135.334365845
1377,41.3949241638,0.434361547232,2.0837392807,463.556243896,1369.50134277,3195.29711914,142.321868896,103.769744873,103.769744873,568.44732666,8.0,381.309112549,94.7330856323,25.592748642,8.0,63.5460624695,17.1673755646,0.0
1378,161.693969727,0.074074074626,2.76480388641,958.213623047,23509.9355469,24047.9980469,17.0301952362,16.8302288055,16.8302288055,103.95766449,28.0999965668,73.8679122925,17.2959594727,5.60263490677,34.299987793,11.2300195694,3.63771104813,274.000488281
1379,0.597424507141,0.65036791563,1.34327793121,418.995117188,23509.8496094,24048.046875,0.367371082306,0.0,0.0,0.0,28.0999717712,0.0,0.0,0.0,34.3000411987,0.0,0.0,0.0
1380,2.03853082657,4.52716827393,1.35995602608,408.82623291,23509.9277344,24047.9863281,0.387636303902,0.0,0.0,0.0,28.099981308,0.0,0.0,0.0,34.2999420166,0.0,0.0,0.0
1381,317.354980469,0.204093635082,4.05679368973,710.616333008,2180.40478516,4478.10888672,322.41998291,273.214782715,276.042175293,1445.29748535,18.1698246002,1012.5680542,242.374130249,56.7352828979,22.2372112274,161.365844727,37.7727470398,0.0
1382,567.385925293,4.83333349228,2.76606655121,975.257446289,22232.8710938,22651.9960938,194.422027588,188.604736328,194.422027588,1171.97375488,35.5999679565,754.751403809,195.222442627,77.6229095459,43.5999450684,110.105560303,43.7793655396,342.000427246
1383,0.0413210317492,1.19215333462,1.11843919754,350.397186279,23509.9199219,24047.9746094,1.22293972969,0.501917898655,0.0,0.0,28.0999641418,0.0,0.0,0.0,34.3000221252,0.0,0.0,50.9021987915
1384,641.635131836,0.0833333358169,2.65247225761,927.105529785,31076.4140625,26422.9960938,1.08030128479,0.980301260948,0.0,0.0,12.4000082016,0.0,0.0,0.0,14.0000009537,0.0,0.0,92.3032531738
1385,209.797592163,0.657407939434,3.02629208565,1033.93322754,23509.9140625,24047.9628906,433.02432251,433.02432251,433.02432251,2646.22119141,28.0999488831,1902.63439941,440.915802002,143.085494995,34.2999801636,289.681762695,94.007194519,136.999969482
1386,316.847137451,41.078994751,3.748026371,1252.26965332,31730.5488281,31338.03125,21.2058525085,0.0,0.0,0.0,52.5,0.0,0.0,0.0,61.2000083923,0.0,0.0,307.105010986
1387,1519.53527832,0.227013900876,5.87321996689,1911.84643555,39322.7578125,32228.0546875,12.0553750992,8.40161895752,4.93363380432,78.9609985352,44.8999404907,17.8053646088,13.1762256622,2.53325104713,67.3000488281,1.76329219341,0.339009195566,504.477508545
1388,449.689147949,0.0,3.05830407143,1098.81799316,6448.90576172,8130.40087891,11.2855396271,11.2855396271,6.9001750946,54.3488121033,4.20000267029,31.8341522217,9.04865932465,3.07313227654,4.20000267029,5.30014133453,1.80004966259,227.633087158
1389,121.738677979,0.714011788368,2.46029472351,629.148193359,23509.8730469,24047.984375,1.13611364365,0.603565692902,0.0,0.0,28.1000213623,0.0,0.0,0.0,34.3000640869,0.0,0.0,0.0
1390,1071.02294922,0.0,6.19193077087,1685.55725098,44798.7304688,23828.0390625,205.991073608,106.921531677,106.921531677,1254.71655273,42.0000267029,377.737579346,209.116973877,59.7286109924,52.0000267029,52.1011199951,14.8812761307,645.218383789
1391,214.167678833,29.6681976318,1.52395534515,440.00994873,2944.10180664,6643.59521484,0.0203676782548,0.0,0.0,0.0,21.2000617981,0.0,0.0,0.0,25.9000148773,0.0,0.0,75.8300933838
1392,817.839233398,0.598300337791,3.14707159996,1071.45776367,28273.5585938,29014.0234375,0.0,0.0,0.0,0.0,50.3665008545,0.0,0.0,0.0,58.6713523865,0.0,0.0,50.2220726013
1393,241.741333008,4.87191486359,1.73020482063,580.309692383,2944.09936523,6643.59619141,2.17163181305,0.0,0.0,0.0,21.2000198364,0.0,0.0,0.0,25.9000148773,0.0,0.0,253.152008057
1394,635.186279297,2.04784536362,4.98610973358,1489.86877441,44798.7578125,23828.0253906,1925.91479492,1879.04370117,1879.04370117,11731.0869141,42.0000534058,6638.43457031,1954.9630127,558.395446777,52.0000534058,915.543823242,261.506469727,352.232299805
1395,198.95199585,0.00927802734077,2.86349463463,560.09375,31730.5449219,31338.0644531,46.5352287292,46.1677627563,22.3195934296,302.315032959,52.4999694824,68.8744354248,50.3557395935,10.9145431519,61.1999549866,9.37099266052,2.03115081787,183.704406738
1396,779.054199219,0.0,6.09407138824,1499.16394043,13180.9150391,13939.1464844,73.7286224365,0.0,0.0,0.0,6.30000114441,0.0,0.0,0.0,6.30000114441,0.0,0.0,522.20715332
1397,303.700592041,0.0,3.57312107086,674.254272461,5304.50292969,8411.79980469,15.0323886871,9.9131526947,0.0,0.0,4.30000400543,0.0,0.0,0.0,4.30000400543,0.0,0.0,69.8577804565
1398,389.037811279,28.1076641083,3.76781415939,1280.37463379,31730.5195313,31338.0136719,57.1170768738,57.1170768738,38.764705658,370.954315186,52.5000648499,119.586997986,61.7765045166,13.4081201553,61.1999931335,16.2676811218,3.5307765007,295.472076416
1399,327.21105957,23.5835914612,3.65107989311,1236.98071289,31730.5195313,31338.0136719,112.074111938,91.5964660645,91.5964660645,728.231811523,52.5000648499,282.706695557,121.285766602,26.4300765991,61.1999931335,38.4605102539,8.38115024567,659.870178223
1400,633.297607422,30.2814559937,3.88280320168,1302.44836426,31730.5195313,31338.0136719,47.696647644,36.863117218,36.863117218,310.010406494,52.5000648499,113.808197021,51.5775680542,11.2396001816,61.1999931335,15.4666719437,3.37044215202,611.360046387
1401,1032.12890625,2.94390678406,6.02662563324,1716.95617676,44798.6523438,23828.03125,247.744628906,206.15927124,206.15927124,1509.12255859,41.9999465942,728.369140625,251.488861084,71.8539123535,51.9999465942,100.452125549,28.7005882263,1084.79418945
1402,381.954162598,0.262115269899,1.73817133904,579.297119141,2944.09863281,6643.59521484,0.0,0.0,0.0,0.0,21.2000465393,0.0,0.0,0.0,25.9000358582,0.0,0.0,32.3594818115
1403,251.042724609,0.0,2.49595785141,875.456298828,23509.84375,24048.0019531,47.5887756348,47.1896018982,47.1896018982,290.763031006,28.0999851227,207.305084229,48.4347610474,15.7400693893,34.2999572754,31.5547370911,10.2544898987,124.406814575
1404,100.588226318,2.05772066116,0.923831880093,233.831710815,22980.9726563,25456.0410156,0.0,0.0,0.0,0.0,47.100025177,0.0,0.0,0.0,54.7999610901,0.0,0.0,23.6144790649
1405,423.394622803,0.0558718591928,2.82349967957,989.965942383,27795.6757813,27611.9921875,36.9153022766,14.2571563721,14.2571563721,232.514450073,15.2000427246,76.1503753662,38.7398719788,7.03155422211,17.8000640869,12.2986135483,2.23228335381,276.816894531
1406,122.30329895,1.98054993153,4.667116642,817.125793457,827.100646973,3558.00317383,462.895080566,224.159072876,0.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,679.857910156
1407,340.19342041,43.1423568726,2.23334574699,670.066589355,22981.0292969,25456.1503906,0.0,0.0,0.0,0.0,47.1000328064,0.0,0.0,0.0,54.8000144958,0.0,0.0,194.000473022
1408,241.177886963,2.23964548111,1.41867053509,480.348449707,2944.10302734,6643.59570313,1.47784602642,0.0,0.0,0.0,21.1999664307,0.0,0.0,0.0,25.9000091553,0.0,0.0,57.009513855
1409,281.90612793,3.85650420189,1.55057740211,483.00479126,31730.4316406,31337.9375,0.0,0.0,0.0,0.0,52.5000305176,0.0,0.0,0.0,61.1999664307,0.0,0.0,47.211315155
1410,38.4426193237,0.0,0.736269176006,206.79838562,22980.9941406,25456.1289063,0.0,0.0,0.0,0.0,47.0999641418,0.0,0.0,0.0,54.8000144958,0.0,0.0,36.0893211365
1411,76.6820449829,0.0,0.759648263454,190.406692505,22981.0058594,25456.0566406,0.0,0.0,0.0,0.0,47.1000099182,0.0,0.0,0.0,54.8000030518,0.0,0.0,24.4673519135
1412,174.724975586,0.306211441755,1.73470616341,536.222167969,1606.69433594,4979.29980469,229.961090088,229.961090088,229.961090088,1002.49780273,4.90000009537,953.375366211,167.09425354,41.0526313782,4.90000009537,158.90663147,39.0410499573,0.0
1413,0.066284276545,4.72039175034,0.760818362236,212.354446411,1657.79443359,5460.19580078,43.4350700378,29.6722564697,0.0,0.0,22.5,0.0,0.0,0.0,27.5,0.0,0.0,0.0
1414,1178.69470215,0.0,5.7739200592,1813.34851074,44798.7617188,23828.0117188,190.4896698,0.0,110.218269348,1160.39013672,42.0,389.416412354,193.380111694,55.2076454163,52.0,53.7075386047,15.3328418732,393.175476074
1415,2465.71850586,9.65752220154,9.47730255127,2848.50512695,22981.0546875,25456.0976563,0.0,0.0,0.0,0.0,47.099937439,0.0,0.0,0.0,54.8000679016,0.0,0.0,94.2717208862
1416,103.710494995,0.154181689024,1.0440955162,309.800811768,2944.10498047,6643.59375,0.0280861370265,0.0,0.0,0.0,21.2000007629,0.0,0.0,0.0,25.8999996185,0.0,0.0,97.2391662598
1417,121.840110779,0.0368068665266,0.880150735378,235.738891602,22981.0214844,25456.125,0.0,0.0,0.0,0.0,47.0999984741,0.0,0.0,0.0,54.7999992371,0.0,0.0,22.7464332581
